size
375
108
63
34
902
8
66
398
144
14
7
4
97
740
217
16
27
3
4
2
2
510
38
9
1491
297
83
123
6
2
4
118
5
177
315
67
421
63
2
95
62
6
41
15
17
20
723
197
57
2
12
16
39
11
131
9
5
100
202
80
612
7
2
2
66
203
401
19
3
2
5
8
2
100
5
42
356
147
217
2
158
131
17
185
18
13
778
19
109
10
2
80
14
153
14
2
2
2
202
7
8678
115
30
2223
6
106
5
10
77
44
45
46
146
19
2
22
104
9
621
61
125
912
28
193
26
5
923
54
57
6
290
4
2
20
22
83
5
425
2
88
50
377
12
2286
31
6
198
99
631
84
52
241
716
554
382
8
127
3
99
107
3
282
326
119
3
183
106
61
4
3
9
326
6
71
2318
210
41
54
29
1282
18
2
28
42
333
2
2
276
83
3
28
25
188
7
2
29
93
16
45
325
532
486
4
846
15
194
8
10
304
171
37
3
131
13
146
381
336
277
517
196
5
311
15
11
104
58
47
465
597
23
83
104
10
326
2
103
9
87
54
22
131
47
8
253
307
19
3
13
97
12
3
534
5
142
109
24
4
65
483
10
5
77
4
125
3
57
2
8
96
87
384
20
10
244
3
435
2
97
133
4
3
5
2
107
15
5
251
17
62
3
122
4
107
175
6
122
143
8
78
2
407
159
6
14
90
49
2
3
125
8
71
32
223
87
4
761
124
6
371
4652
92
51
157
20
147
376
15
108
7
66
682
8
233
2
39
11
202
6
25
336
2
1147
2
255
60
5
3
3
18
4
360
121
110
70
6
146
12
2
598
6
856
2
38
28
250
2
371
7
77
9
375
176
90
3
127
6
92
8
649
98
424
17
35
58
37
76
312
7
4
732
179
55
244
4
666
27
2
8
148
61
46
2
20
31
549
16
6
31
6
6
12
126
90
1003
4
5
9
47
44
29
3
120
3
9
53
46
12
6
443
604
107
168
7
9
4
168
8
4
5
6
2
386
41
8
9
133
8
264
204
7
158
50
245
2
73
3
24
2
4
22
15
3
81
22
112
340
46
2
109
106
147
12
141
2
8
139
8
91
10
103
232
12
11
38
4
34
124
745
5
35
7
12
3
14
46
3947
2
340
5
272
53
1251
316
3
4
951
233
3
119
2
6
45
8
2
204
74
17
5
1665
4
157
8097
12
2
4
5
22
85
96
42
39
48
21
81
91
10
6
27
317
2
423
19
4
7
438
6
205
404
2
2
383
158
106
108
7
63
2
7
4
129
15
3
11
637
26
60
595
358
8
237
77
3618
89
28
21
3
98
3368
26
3
5
17
8
107
6
29
22
318
4
23
19
6
4
103
493
119
51
16
1719
7
9
3
9
22
28
9
432
64
1339
2
11
2
2
2
570
374
160
9
104
57
230
4382
6
4
8
159
147
3
4
3
12
5
114
113
357
14
21
229
6
2
20
6
2
4
557
14
730
28
2
1015
40
6
4
58
256
317
72
101
219
520
51
79
2
46
550
68
4
11
67
3
7
146
107
4
249
5
34
44
54
902
58
2229
27
3
64
5
109
2
9
2
2
1485
594
4
63
3615
5
293
11
264
36
4
15
2
139
12
156
26
25
100
219
113
114
243
6
6
2
395
3538
329
403
42
20
239
13
378
4
2
113
869
10
704
2
12
18
1558
4
49
2344
31
184
54
2
13
116
5
162
94
108
26
3
50
128
5
66
89
7
2
823
1714
102
102
13
170
10
393
113
94
1077
3491
50
46
27
213
1110
22
61
2
150
2
65
22
36
43
1882
10
251
6
189
3
655
4
12558
22
12
23
100
3
5
307
142
118
13
33
128
2
4
29
5
184
21
15
2
13
11
2
373
58
3
1087
20
106
4
68
568
2
5
204
2913
478
36
46
76
166
50
146
3
13
212
8
337
199
297
140
640
334
40
3
595
416
8
7
4
2
13
85
119
4
92
16
4
3
117
2
7
15
2
72
118
17
15
50
7359
16
1714
110
125
330
20
198
41
3
6
105
111
2
10
11
6
572
11
4
14
24
94
756
214
3
234
7
2
2
57
333
108
2
111
238
23
10
67
3
2
5
143
22
3
49
2
22
26
41
2
2
2
12
40
3
8
6
1969
9
3
65
112
2
51
128
64
9
9
618
4
94
18
117
9
7
2
13
45
2
143
8
339
2
2
8
245
129
2
8
367
918
2
16
121
72
5
54
47
240
359
4
168
252
152
306
43
305
2
5
15
3
73
8
12
44
194
15
4
3
18
66
16
737
18
411
3450
52
8
76
3
281
157
3
50
812
3
4
7
2
3
3
229
55
225
55
2
527
230
39
12
148
124
31
22
167
1430
42
19
38
129
93
455
5
320
13
13
87
326
475
54
6
13
18
9
35
4
587
44
135
88
3
46
510
29
24276
2
2
18
1577
6
16
3
358
20
381
5
4
143
5
299
63
3
14
242
2
168
252
297
39
532
473
44
260
358
26
1617
187
689
4
15
3
357
81
7
10
365
120
6
12
5
10
11
60
24
2
5
125
633
110
8
8
39
4
27
13
10
135
43
12
3
130
49
150
210
71
3
895
570
7
68
20
17
3065
494
8
294
841
2
63
2
3
108
2419
221
10
2
3
112
8
2573
7
5
893
117
1225
495
20
188
4
256
3
131
186
2
481
2
11
6
406
67
509
15
9
136
56
2
60
8
5
1016
48
2
2
6
2
91
33
3
12
4
50
2
839
55
19
5
2
7
405
22
112
35
19
4
28
180
161
3
102
171
4
178
4
42
3
420
140
10
56
107
101
10
81
279
6
942
16
6
2
5
178
17
124
71
13
127
83
277
23
168
2
2
8
354
13
261
3798
4
6
144
81
2
4
237
234
1124
593
16
2
41
235
118
3
11
13
5
3
60
25
2
49
3
20
283
3
37
4
96
6
43
4
8
39
3
60
2
1861
348
3
2
310
38
6
3
461
3
372
2
44
4
474
21
325
253
253
59
2
2
4
241
3
2
245
98
3
5
424
23
32
2
65
119
3
3
69
16
84
3
48
25
23
6
275
137
4
91
98
12
3
3
67
19
51
33
209
3
61
171
17
438
8
185
39
12
6
12
22
102
15
48
13
6
57
7
4
133
169
38
1771
107
159
29
16
68
31
91
42
96
160
83
3
464
396
2136
28
50
7
11
188
45
292
7
11
94
146
5
11
5
190
3
12
81
3
18
7
136
5
14
68
8
12
4
45
10
14276
9
5
2
9
55
59
2
6
34
2
6
13
10
51
333
207
3
32
50
5
29
3
739
72
5
4
4
4
154
2
53
223
409
17
81
369
200
1448
2
244
297
25
80
7
153
5
2
5
286
2
124
15
3
2
4
11
116
26
77
13
570
5
157
5
2
196
12
70
104
29
78
2
2
9
9
1931
307
3
3290
998
4
5
3
9
161
2
10
133
4
579
4
18
3
15
520
11
2
257
25
4
8
36
5
38
167
286
92
12
4
216
104
26
7
64
105
3
8
3
12
2
13
3
78
604
4
186
48
56
18
3
2
80
38
2
2
61
26
21
31
193
42
4
2
305
3
662
30
145
2
104
10
4
3
37
5
6
2
5
29
16
5
266
11
7
7
94
9
252
9
2403
186
84
24
2
111
77
2
308
7
7
182
36153
2
46
213
40
1688
4
35
41
3
50
121
47
361
2
2
117
467
7
9
33
19
136
2
7
533
8
4
10
439
12
3
7
49
55
2
211
2
222
315
3
18
3
90
6
2
136
453
10
61
2
2
2
3
337
225
2
606
4
66
9
66
118
1728
34
15
2
438
8
9
10
509
6
123
843
2
168
11
25
449
23
399
3
241
8
3
12
13
39
183
514
102
9
1292
6
58
5
2
78
29
607
2
13
4
54
2
85
33
242
3
151
82
736
14
162
28
1178
2
11
92
90
30
281
6
143
2
837
1021
4
74
411
13
1022
6
11
35
172
17
206
8
6
23
532
293
879
128
63
9
34
2
158
115
6
658
49
6
217
123
2
483
31
402
130
33
14
3
534
2
172
23
10
2
136
2
72
38
21
707
250
99
3
2200
5
268
119
295
13
341
16
2807
13
97
35
522
28
21
14
480
13
36
16
321
2
7
2
201
2
4
12
2
3
12
12
4
217
2
2
5
1847
89
224
7
128
2
2
6
3
12
133
3
2
13
368
3
176
394
9
24
12
558
2
2
2
9
118
20
1126
678
73
143
8
10
180
2
2
2
7
16
172
37
181
60
3
51
13
40
228
600
103
11
2
51
96
20
4
26
4
11
169
22
2
4
1668
10
41
198
22
10
17
6
5
2
81
1297
27
13
148
104
879
128
102
96
8
38
2
72
7
353
29
156
44
110
3
255
43
4
5
68
211
55
163
7
1191
15
4
7
164
378
1910
183
155
3
4
4
13
2
73
6
2
18
15
431
16
530
209
15
298
42
2
226
93
71
62
2
608
682
312
3
73
90
2
2
173
26
17
2907
15
7
51
40
30
2
3
13
5
52
608
182
20
120
17
90
1393
52
2
4
2
7
256
68
2
61
2
2
237
220
4
6
46
2
445
21
2
2
6
309
9
615
574
29
2
10
16
284
24
330
217
905
33
14
116
93
254
25
554
149
1534
424
495
142
3
2
2
2
1735
223
71
20
3
89
874
99
3
247
231
194
3
5
5
8
863
45
57
2
3497
13
98
5
2
3159
4
6
2
12
46
92
3
636
163
352
4
87
57
191
333
10
26
73
4
12586
88
260
3
12
25
3
6
75
141
1052
193
120
2
400
67
3
1141
4
3
5
11
134
4
5
28
141
17
39
100
116
6
13
7
4
42
16
366
3
23
159
6
2
3
6
15
8
68
99
1212
6
357
2
3
7
2
3
82
18
70
130
8
1636
402
2
9
114
68
339
1165
331
4
37
12
33
3
4
6
19
5
669
13
1210
43
153
10
2
5
75
222
7
3
212
141
5
5
6
16
6
57
2
206
7
59
2
48
7
157
2
2
232
47
267
3
312
2
365
53
294
30
2
10
11
108
3
42
80
102
2
27
85
13
3
252
11
47
108
5
7
97
152
148
26
8
8
2
1624
15
164
3
8
28
104
206
335
79
105
99
69
2
324
2602
97
472
77
85
1987
5
240
4
22
10
2
297
132
2
76
94
89
14
2
7
12
707
161
2
9
1255
451
408
85
200
67
1148
18
1945
4
4
35
103
112
11
94
52
17
34
123
13
3287
10
551
734
2
58
3
45
13
17
3
3
125
41
987
2
2
12
5
4
9
320
48
35
5
14
4
153
35
124
112
12
5
4
361
209
9
35
176
1167
286
465
6
4
156
9
6
264
16
3
83
5
4
82
14
18
144
9
811
248
6
52
132
25
45
5
2
692
61
5
36
2302
6
99
2207
335
804
63
2
19
10
2
1378
128
76
3
1661
121
186
274
60
172
2
76
92
3
597
3
41
57
103
101
25
378
285
77
1019
959
2
153
71
975
180
2
94
9
3
2343
48
5
120
2
42
124
758
87
908
3
366
118
67
100
24
137
3
4
419
2
13
4
102
71
10
113
7
61
11
334
6
168
106
2
13
14
193
17
2
225
80
20
446
18
117
52
28
21
11
3
2
1289
25
41
47
2
400
223
2
5
6
9
498
5
13
6
451
2101
161
484
109
44
13
2
179
6
1230
52
3
185
3
156
702
8
3
6
62
9
93
3
2
10
4
16
339
190
10
2
2
36
31
355
8
105
2
1027
531
10
32
3
83
118
212
26
2
4
329
73
5
20
149
56
28
6
3
2
35
5
2
197
108
1073
849
38
47
410
61
17
2
2
212
74
2
17
85
23
5
2
11
150
214
5
3
9
53
121
3
3
1255
4
117
3
55
54
18
771
12
153
18
23
333
16
69
4
23
5
29
488
25
6
410
7
319
22
26
374
62
7
21
5536
289
8
53
149
92
188
180
14
26
39
50
6
78
490
2
156
2
518
113
439
275
3
31
21
3
463
10
2
5
38
39
6
4
13052
2
13
104
19
2
835
6
3
81
9
70
16
73
10
109
4
399
82
16
64
661
6
52
29
6
6
2
5
374
128
2
91
2
299
947
1604
24
17
7
42
218
90
3
709
3
8
9
28
833
498
44
22
39
501
7
4
110
85
4
101
3
15
140
2
535
6
5
285
18
3
10
2
171
23
436
602
3
20
62
773
6
104
2
43
10
6
5
2
65
5
434
11
327
556
55
2
2
4
52
3
2
326
114
2
98
50
40
2
13
124
2
10
26
11
379
10
103
11
20
323
357
3
10
4
26
3
9
386
2
214
11
502
3
3
3
3
126
85
290
16
29
13
2
3
82
5
308
2
427
4279
253
2
223
214
2
280
27
232
189
132
62
921
37
9
513
33
29
113
2
5
3572
137
9
2
5317
65
12
65
4
175
18
4
84
270
256
23
764
2
5
25
3
2
51
79
16
20
4
202
341
103
3
4
278
370
2
9
117
589
143
36
174
9
37
88
3067
2
14
13
33
189
476
22
2
5
3
13
293
151
3
38
8
5
650
20
5
215
242
169
1558
8
2
7
93
6
4
187
8
33
242
42
5
5
24
3
17
23
2
8
59
236
8
21
6
2
23
219
2
3234
14
690
13
22
2
15
13
113
6
6
2081
10
4
175
2
9
3
5
31
30
412
5
30
62
22
1016
16
5
8
4
12
348
3
99
35
39
47
191
2
15
2
21
2
124
222
4
5
321
1718
12
125
2
51
2
8
956
542
783
4
2
24
209
27
75
10
2
9
133
4
7
6
182
55
2487
6
6
1078
234
9
58
38
607
8
104
937
432
979
91
96
12
2
3
2
3
3
2
98
216
9
2
67
668
4
206
2
51
91
9
2
1085
362
96
46
54
7
4
62
4212
15
180
6
51
9
3
44
3
2
3
9
6
2
6
107
7
88
4
10
91
196
6
167
5130
25
180
2
29
313
32
19
5
22
29
44
53
28
79
3
2
3
101
39
2
2
43
2786
12
2340
156
594
2
501
67
58
506
2
9374
64
109
40
187
308
1475
397
4366
15
5
212
4
4
1826
87
4
17
271
2
3
655
4
2327
537
2
4
19
28
5
3
22
393
29
526
427
11
101
6
428
431
7
1342
3
4
1712
47
561
13
86
2
5
5
54
18
17
153
2
617
499
339
176
98
43
23
14
4
140
49
2
252
292
47
47
205
2
748
43
66
3
293
643
132
429
113
93
2
18
38
171
778
2
2
5171
173
93
3
34
65
200
20
1564
244
4501
433
7
18
505
11
1047
2
382
541
84
2
9
512
128
133
70
10
65
29
107
240
2
1289
324
492
79
22
7
374
318
4
621
22
224
21
23
3
90
6
485
3377
339
57
12
75
9
3
1299
29
11
3
4
56
980
5
15
5
6
2
2
3
91
11
17
797
956
934
396
185
4
75
99
10
1165
2
60
2
4
12
64
559
7
8
8
31
2
11
21
46
3
7
15
1466
178
3
2
5
207
169
10
5
60
8
4
199
96
38
18
3
3
4
3
6
10
13
11
6
26
6
4
39
4
7
14
242
2
4
325
2
12
6
23
2
151
2
76
44
2
8
446
64
11
15
16
6
902
3
2
4
22
4
2
374
4
31
2
9
6
4
9
66
172
44
2
13
21
2
13
7
2
13
315
231
40
158
4
6
3
2
5
31
3
2
4
8
7
440
101
25
41
23
125
89
8
16
3
347
1019
5
143
384
3
12
7
24
129
100
11
2
272
60
29
3
437
23
29
104
67
2
264
4
332
3
130
222
207
5
157
35
113
130
130
490
48
249
23
116
152
40
64
10
130
231
4
2
130
16
820
31
452
14
357
10
3
48
13
7
123
3
46
2
55
167
46
235
277
4
2
116
139
59
816
21
3
80
29
94
6
4
19
19
10
300
11
16
41
109
496
2
13
40
228
2
82
17
2
5
30
4
6
2352
9
37
57
15
154
4
326
16
42
6
3
2
9
218
83
68
5
196
1051
11
14
23
52
2
56
405
111
2
3
28
14
13
2
6
73
2
14
12
135
164
17
6
24
14
3
2
172
11
5
855
5
20
4
6
11
137
56
50
65
175
2
52
7
18
103
18
2
1202
7
3
2
8
5
2
118
2
308
2
3
364
6
33
4
197
12
364
113
363
106
4
8
189
767
2
3
206
213
5
15
94
2
89
2429
2
3
4
4
8
54
2
126
19
4
19
4
4
52
15
64
81
42
323
82
10
4
13
78
53
81
372
14
22
20
88
2
120
14
76
9
111
200
2
5
8
40
11
149
94
18
60
177
5
19
42
130
130
193
54
334
5
